return_id,order_id,customer_id,product_id,store_id,return_date,return_quantity,return_amount,return_reason,return_status,refund_amount
67011,38394,14005,270,4250,2026-08-15,2,77.36,Damaged,Approved,77.36
67012,37945,23081,26936,9952,2025-12-19,2,945.6,Size/Fit Issue,Approved,945.6
67013,37532,3390,26905,8308,2024-01-11,2,786.96,Defective,Approved,786.96
67014,37132,22338,2579,25333,2024-05-30,5,860.6,Duplicate Order,Pending,
67015,19471,15830,10130,20162,2026-08-14,1,209.77,Late Delivery,Approved,209.77
67016,28137,18891,6062,21783,2026-04-24,2,273.26,Late Delivery,Pending,
67017,22473,22887,8519,15363,2024-08-24,1,335.48,Size/Fit Issue,Pending,
67018,32340,22650,20112,203,2024-06-24,1,59.37,Defective,Approved,59.37
67019,37065,7465,7326,25041,2024-07-23,2,719.96,Wrong Item Shipped,Approved,719.96
67020,15366,17292,7646,24346,2026-06-23,1,277.14,Late Delivery,Approved,277.14
67021,27496,11732,4134,13121,2024-11-03,2,86.7,Size/Fit Issue,Approved,86.7
67022,28629,10054,5139,8150,2026-07-01,3,688.59,Changed Mind,Approved,688.59
67023,17028,27378,28671,19305,2025-12-03,5,2743.7,Wrong Item Shipped,Approved,2743.7
67024,25964,12935,27497,29288,2024-12-13,5,2239.15,Wrong Item Shipped,Approved,2239.15
67025,35150,1070,8382,27009,2025-09-18,1,228.07,Wrong Item Shipped,Approved,228.07
67026,38531,3160,9656,5064,2025-03-12,3,966.57,Size/Fit Issue,Pending,
67027,38141,9185,13645,23725,2025-04-26,4,523.44,Size/Fit Issue,Approved,523.44
67028,21638,13636,7923,19655,2023-05-28,2,272.42,Late Delivery,Approved,272.42
67029,33850,6940,9111,28219,2023-10-18,1,194.81,Defective,Rejected,0.0
67030,23001,15286,6197,24550,2026-02-01,1,699.27,Damaged,Approved,699.27
67031,39295,13641,17147,29141,2023-06-02,3,918.6,Not as Described,Approved,918.6
67032,25678,22967,17293,2344,2024-05-28,1,8.85,Duplicate Order,Rejected,0.0
67033,34397,9257,8850,8915,2024-05-06,1,64.72,Changed Mind,Approved,64.72
67034,30265,2756,16057,19154,2026-06-30,2,1181.84,Damaged,Approved,1181.84
67035,34142,30361,9919,18241,2023-12-27,1,385.94,Duplicate Order,Pending,
67036,29995,5518,6968,3840,2024-09-10,2,1269.34,Not as Described,Approved,1269.34
67037,35847,8568,29242,27725,2023-09-19,2,17.96,Changed Mind,Approved,17.96
67038,26508,2605,26109,3423,2023-09-27,5,1142.65,Size/Fit Issue,Approved,1142.65
67039,21179,13435,4438,28618,2024-09-20,5,3447.7,Duplicate Order,Approved,3447.7
67040,27443,11546,26656,11623,2024-08-25,6,3265.38,Late Delivery,Approved,3265.38
67041,32922,20366,20892,4779,2024-10-11,3,551.22,Late Delivery,Approved,551.22
67042,38330,8822,14481,22586,2023-11-22,5,1420.9,Late Delivery,Approved,1420.9
67043,33567,16645,14586,29327,2025-08-08,1,584.99,Damaged,Rejected,0.0
67044,21169,17932,19546,23115,2025-04-28,4,82.68,Not as Described,Approved,82.68
67045,26383,29674,11860,15102,2025-05-16,2,352.26,Late Delivery,Approved,352.26
67046,17882,22088,3749,1290,2024-03-10,2,362.1,Damaged,Pending,
67047,18069,4468,12148,449,2023-05-09,2,763.66,Not as Described,Approved,763.66
67048,28829,11172,15111,29424,2023-06-20,3,2152.95,Wrong Item Shipped,Pending,
67049,35979,22923,24176,22540,2025-01-14,1,348.44,Changed Mind,Approved,348.44
67050,33500,5603,18193,10096,2023-08-11,1,433.05,Wrong Item Shipped,Approved,433.05
67051,15546,9112,1139,23368,2024-12-27,2,672.92,Late Delivery,Approved,672.92
67052,34533,1408,6199,25235,2026-02-22,1,323.68,Changed Mind,Approved,323.68
67053,19911,17709,10104,13210,2024-03-10,1,589.16,Defective,Rejected,0.0
67054,33104,20313,20824,12859,2023-02-04,1,393.76,Size/Fit Issue,Approved,393.76
67055,33362,7752,11790,18849,2025-06-13,3,158.04,Size/Fit Issue,Approved,158.04
67056,18835,24486,1492,7902,2023-11-02,5,227.9,Damaged,Pending,
67057,19690,22291,12162,37,2025-09-16,2,909.84,Defective,Approved,909.84
67058,28035,25980,19263,24663,2024-09-06,2,1073.88,Defective,Pending,
67059,39595,25899,11432,5635,2025-04-05,2,503.06,Late Delivery,Approved,503.06
67060,13085,22238,23072,29638,2024-10-17,3,793.2,Not as Described,Approved,793.2
67061,15789,6119,13808,28592,2023-09-10,3,770.7,Damaged,Approved,770.7
67062,26003,10710,21668,1366,2023-02-19,1,218.22,Defective,Approved,218.22
67063,12948,16574,29553,9787,2024-01-12,1,345.72,Duplicate Order,Approved,345.72
67064,17099,27250,4943,8464,2024-03-26,1,72.72,Damaged,Approved,72.72
67065,32649,25226,28558,3675,2026-08-04,1,390.59,Not as Described,Approved,390.59
67066,34781,17548,21887,5284,2026-06-01,2,765.12,Damaged,Approved,765.12
67067,16659,16651,16677,11061,2025-11-30,2,726.1,Wrong Item Shipped,Approved,726.1
67068,36925,10660,25998,9932,2026-02-14,1,10.58,Size/Fit Issue,Approved,10.58
67069,11945,30356,8902,1865,2026-03-12,1,52.95,Changed Mind,Approved,52.95
67070,24151,17158,20423,22985,2024-03-29,1,451.67,Wrong Item Shipped,Pending,
67071,20423,6468,7760,1269,2025-04-27,1,603.44,Wrong Item Shipped,Approved,603.44
67072,39251,11397,6577,9668,2024-05-04,1,188.15,Duplicate Order,Approved,188.15
67073,22856,18402,10338,27828,2024-01-31,1,246.96,Not as Described,Rejected,0.0
67074,34892,12214,26266,17571,2025-02-15,5,2207.0,Damaged,Rejected,0.0
67075,15330,11036,623,6553,2024-12-22,2,637.32,Late Delivery,Pending,
67076,30782,2851,7203,14673,2025-07-08,2,792.0,Changed Mind,Approved,792.0
67077,26269,29019,21860,1634,2025-09-28,1,232.01,Duplicate Order,Approved,232.01
67078,19859,24851,29101,4358,2026-02-15,5,647.1,Changed Mind,Pending,
67079,24178,21501,9485,22021,2025-05-24,1,214.35,Not as Described,Approved,214.35
67080,21920,26438,11671,3987,2023-04-18,3,933.12,Defective,Approved,933.12
67081,19899,6235,26929,18314,2024-03-16,2,920.92,Wrong Item Shipped,Approved,920.92
67082,16524,17910,28270,10371,2024-05-13,3,1046.19,Size/Fit Issue,Rejected,0.0
67083,38813,30128,2578,2051,2023-09-19,3,1621.41,Size/Fit Issue,Approved,1621.41
67084,25392,26930,13264,26153,2025-05-09,1,417.46,Defective,Rejected,0.0
67085,37668,12934,21228,28023,2024-02-15,6,2004.78,Damaged,Approved,2004.78
67086,38374,7581,6427,1663,2023-10-04,4,337.12,Not as Described,Approved,337.12
67087,14679,1264,21875,5003,2024-08-21,2,38.6,Not as Described,Pending,
67088,18238,27020,11900,16365,2023-12-22,1,74.89,Defective,Approved,74.89
67089,34510,12991,7399,5128,2023-11-16,4,1505.8,Defective,Approved,1505.8
67090,12978,9949,20678,6172,2025-01-08,3,1818.0,Not as Described,Rejected,0.0
67091,27531,22766,15289,26431,2023-08-20,1,354.36,Changed Mind,Approved,354.36
67092,36624,9832,16888,3953,2024-12-08,5,885.55,Damaged,Approved,885.55
67093,18317,30117,12400,11473,2025-09-24,1,34.18,Damaged,Approved,34.18
67094,20496,14269,18124,24368,2023-11-08,6,278.28,Not as Described,Pending,
67095,29758,787,29635,9919,2025-08-13,1,107.46,Changed Mind,Approved,107.46
67096,37985,19931,1628,27330,2024-01-03,3,975.0,Size/Fit Issue,Approved,975.0
67097,15012,25769,8168,727,2023-09-02,5,563.5,Damaged,Approved,563.5
67098,30076,7395,11182,23395,2023-10-22,2,783.88,Late Delivery,Approved,783.88
67099,25052,14200,9530,16419,2025-01-02,1,275.42,Changed Mind,Approved,275.42
67100,20251,3108,13109,11515,2023-03-14,2,923.48,Not as Described,Pending,
67101,38127,5379,29576,18335,2025-01-16,1,230.22,Duplicate Order,Approved,230.22
67102,14843,20418,13846,16454,2024-05-28,2,93.36,Duplicate Order,Approved,93.36
67103,30175,23753,23797,28436,2023-01-18,3,1846.23,Duplicate Order,Pending,
67104,29016,11508,3427,20126,2023-04-24,1,141.52,Late Delivery,Approved,141.52
67105,39965,5631,11044,20501,2023-06-13,4,2264.08,Late Delivery,Approved,2264.08
67106,36833,20954,17917,22072,2023-05-04,1,524.27,Not as Described,Approved,524.27
67107,33813,29358,18606,17191,2026-05-22,1,74.92,Wrong Item Shipped,Approved,74.92
67108,36317,20283,4226,25579,2023-07-17,1,419.32,Not as Described,Approved,419.32
67109,35994,5271,15405,29419,2024-09-28,2,533.4,Late Delivery,Approved,533.4
67110,21636,14468,17666,21056,2023-03-15,1,611.79,Size/Fit Issue,Approved,611.79
67111,34700,24860,8250,29366,2023-03-14,1,566.07,Defective,Pending,
67112,29782,10754,26383,26545,2023-05-05,2,597.26,Duplicate Order,Pending,
67113,24547,24481,3897,10959,2026-07-31,3,1431.99,Late Delivery,Pending,
67114,35272,24757,22036,9522,2024-12-17,2,802.94,Late Delivery,Approved,802.94
67115,18327,3865,28399,5845,2025-07-09,1,49.58,Changed Mind,Pending,
67116,12644,5811,6019,16454,2025-10-29,1,516.43,Damaged,Approved,516.43
67117,28365,14390,27002,11974,2023-08-24,1,571.43,Duplicate Order,Approved,571.43
67118,22252,19670,5404,4641,2024-11-25,1,482.57,Size/Fit Issue,Approved,482.57
67119,12254,13504,9668,1288,2026-05-26,2,963.78,Wrong Item Shipped,Approved,963.78
67120,38979,28443,11445,4604,2024-01-15,1,664.76,Duplicate Order,Approved,664.76
67121,10048,15322,13776,18708,2025-10-04,1,170.94,Damaged,Approved,170.94
67122,21012,14961,7655,7175,2025-06-15,2,749.22,Wrong Item Shipped,Approved,749.22
67123,39322,7299,9254,17194,2026-05-30,1,410.42,Wrong Item Shipped,Approved,410.42
67124,37951,28968,25930,26092,2025-03-23,3,2008.62,Damaged,Approved,2008.62
67125,24216,4633,28883,9676,2024-12-15,2,1132.34,Duplicate Order,Rejected,0.0
67126,18767,2758,10524,25271,2024-05-23,1,662.96,Size/Fit Issue,Pending,
67127,21988,2964,17889,24574,2024-05-31,1,15.71,Not as Described,Approved,15.71
67128,17242,4906,1009,1927,2025-07-09,2,451.46,Late Delivery,Approved,451.46
67129,30393,17909,27804,25694,2024-09-11,1,272.07,Defective,Rejected,0.0
67130,20519,29320,5762,29705,2025-10-25,3,342.3,Size/Fit Issue,Approved,342.3
67131,15264,26274,23877,22469,2023-02-23,4,1947.48,Defective,Pending,
67132,26405,16167,14647,8904,2026-08-18,2,1314.88,Changed Mind,Rejected,0.0
67133,28534,23461,6724,14650,2026-07-13,2,794.9,Not as Described,Approved,794.9
67134,21710,1457,22676,20010,2024-05-10,1,40.29,Wrong Item Shipped,Approved,40.29
67135,12201,25915,2603,22997,2025-04-16,4,2343.12,Not as Described,Pending,
67136,28192,3286,13422,19607,2024-04-14,1,674.02,Duplicate Order,Pending,
67137,27420,11125,29993,5349,2023-12-05,1,372.57,Not as Described,Approved,372.57
67138,38981,1928,29731,6009,2026-02-06,5,1758.85,Changed Mind,Approved,1758.85
67139,39534,23001,21749,5323,2026-04-01,1,434.0,Late Delivery,Approved,434.0
67140,25552,20948,16726,15976,2023-05-26,2,567.16,Duplicate Order,Approved,567.16
67141,28289,28251,5947,18939,2025-10-17,1,175.06,Not as Described,Approved,175.06
67142,36914,21757,4301,13842,2024-09-05,5,446.55,Changed Mind,Approved,446.55
67143,20557,15022,3858,1893,2024-10-15,4,757.04,Damaged,Approved,757.04
67144,14174,17796,21938,15355,2024-01-25,4,494.72,Size/Fit Issue,Approved,494.72
67145,14307,2112,6523,2942,2024-06-16,1,313.72,Defective,Approved,313.72
67146,23343,28124,23411,6868,2026-04-12,2,608.66,Late Delivery,Approved,608.66
67147,11890,29757,16129,13897,2025-10-05,1,44.6,Wrong Item Shipped,Approved,44.6
67148,27156,25708,847,3116,2024-06-27,1,432.15,Duplicate Order,Pending,
67149,38514,3024,9166,23639,2023-03-22,1,329.92,Late Delivery,Approved,329.92
67150,10108,22001,5121,21681,2024-04-21,2,920.8,Late Delivery,Pending,
67151,34327,22972,21074,10988,2023-09-25,1,467.68,Damaged,Approved,467.68
67152,18027,7539,12710,29364,2026-04-19,4,617.36,Late Delivery,Approved,617.36
67153,37186,14270,3937,17816,2026-01-22,1,172.62,Size/Fit Issue,Rejected,0.0
67154,13429,27649,8564,2980,2026-07-12,5,161.05,Late Delivery,Rejected,0.0
67155,36604,27604,5649,12657,2024-04-04,4,2321.2,Not as Described,Approved,2321.2
67156,39014,7596,7812,17980,2025-08-23,1,376.82,Not as Described,Approved,376.82
67157,34986,14438,2054,2273,2023-08-10,1,229.83,Defective,Approved,229.83
67158,11427,22007,19500,28353,2024-02-15,4,1555.52,Size/Fit Issue,Approved,1555.52
67159,36956,20708,28259,1639,2025-10-15,2,784.4,Wrong Item Shipped,Approved,784.4
67160,34565,19720,6531,1887,2023-11-23,2,467.48,Damaged,Approved,467.48
67161,24260,29520,20004,23941,2026-08-18,2,557.52,Defective,Approved,557.52
67162,27304,28713,28343,6700,2023-09-05,1,380.53,Wrong Item Shipped,Approved,380.53
67163,23065,22840,14527,28332,2025-09-19,1,131.91,Wrong Item Shipped,Rejected,0.0
67164,25438,24188,4263,21899,2023-12-17,1,326.06,Late Delivery,Approved,326.06
67165,16572,14877,10673,25738,2025-11-03,2,587.7,Not as Described,Approved,587.7
67166,36732,19960,27424,16554,2024-01-29,4,736.4,Not as Described,Pending,
67167,10024,9918,22577,15154,2025-01-25,1,60.2,Damaged,Pending,
67168,26979,10300,18826,460,2023-09-04,5,2121.25,Size/Fit Issue,Pending,
67169,25835,15151,25371,5334,2026-05-13,1,192.62,Not as Described,Pending,
67170,13136,5486,23920,29022,2025-10-08,3,818.25,Size/Fit Issue,Approved,818.25
67171,10118,7570,29063,15681,2024-04-16,3,89.58,Damaged,Approved,89.58
67172,15309,16887,22726,25392,2025-09-06,2,424.92,Size/Fit Issue,Approved,424.92
67173,17424,8020,5139,4664,2024-12-30,1,229.53,Wrong Item Shipped,Approved,229.53
67174,12261,2937,28505,12113,2026-07-28,1,238.75,Late Delivery,Pending,
67175,15213,3439,24201,21453,2025-08-04,3,244.95,Damaged,Approved,244.95
67176,35479,18725,10438,27681,2025-12-11,1,327.22,Wrong Item Shipped,Pending,
67177,22545,20788,7107,7234,2023-10-09,2,209.36,Duplicate Order,Pending,
67178,32362,23796,14166,9052,2026-04-25,2,891.82,Changed Mind,Approved,891.82
67179,37550,23512,17211,12118,2023-11-27,3,80.64,Duplicate Order,Approved,80.64
67180,33988,23122,22837,22623,2023-03-17,1,14.98,Not as Described,Approved,14.98
67181,37499,21146,11023,18447,2023-08-25,1,255.88,Defective,Approved,255.88
67182,32913,16533,2252,27421,2023-12-26,1,19.96,Size/Fit Issue,Approved,19.96
67183,21576,26099,25131,9080,2024-08-07,1,453.65,Size/Fit Issue,Approved,453.65
67184,25477,30298,23732,3356,2023-06-30,1,381.6,Duplicate Order,Approved,381.6
67185,20572,12592,3538,7317,2023-12-01,4,2039.28,Changed Mind,Approved,2039.28
67186,26552,19760,11551,8670,2023-10-12,5,1580.35,Defective,Approved,1580.35
67187,32327,5645,10472,4950,2023-12-12,2,910.92,Late Delivery,Rejected,0.0
67188,13976,14491,25375,9079,2025-03-23,3,137.67,Late Delivery,Pending,
67189,13177,19141,2403,11721,2026-05-02,2,408.1,Changed Mind,Approved,408.1
67190,11547,17960,28318,8261,2025-03-12,1,188.63,Wrong Item Shipped,Approved,188.63
67191,23576,26297,14490,25411,2023-09-03,1,49.66,Not as Described,Approved,49.66
67192,21052,8581,19514,23984,2025-07-01,6,979.8,Not as Described,Pending,
67193,31946,27906,2687,20408,2024-06-19,5,2558.65,Late Delivery,Pending,
67194,22020,7180,15034,8560,2023-01-22,6,1377.84,Late Delivery,Approved,1377.84
67195,34184,9753,7316,14676,2026-08-12,1,202.13,Size/Fit Issue,Rejected,0.0
67196,29166,16204,9984,20840,2024-08-04,1,122.14,Changed Mind,Approved,122.14
67197,30228,14088,3486,20183,2025-10-06,1,92.13,Defective,Approved,92.13
67198,32219,8341,7195,27326,2024-11-26,3,1511.94,Size/Fit Issue,Approved,1511.94
67199,34863,10320,5471,11067,2023-12-26,1,218.93,Damaged,Pending,
67200,17074,29677,22167,26164,2025-04-05,1,148.51,Damaged,Rejected,0.0
67201,19980,12404,8338,8485,2025-12-28,1,473.3,Defective,Rejected,0.0
67202,11958,3397,24785,23569,2025-06-14,3,228.42,Damaged,Rejected,0.0
67203,29029,20607,20503,26506,2023-04-16,1,123.09,Size/Fit Issue,Approved,123.09
67204,33591,9405,5232,22036,2025-05-12,3,651.42,Not as Described,Approved,651.42
67205,20567,26944,25888,14056,2024-01-29,6,2895.06,Damaged,Approved,2895.06
67206,10779,12718,4980,18123,2025-06-21,1,742.69,Not as Described,Approved,742.69
67207,15431,3467,23819,5185,2024-02-20,4,768.52,Damaged,Approved,768.52
67208,20492,18577,25573,20966,2026-07-23,4,1856.8,Late Delivery,Approved,1856.8
67209,16181,28230,11965,9804,2024-03-21,1,475.48,Defective,Pending,
67210,19568,17460,20899,8805,2024-06-04,1,90.27,Duplicate Order,Approved,90.27
67211,26142,9421,16480,10456,2023-10-07,2,786.38,Changed Mind,Approved,786.38
67212,16247,26572,17606,7589,2024-12-16,5,1267.4,Defective,Approved,1267.4
67213,11957,10687,23469,438,2023-08-25,3,229.77,Damaged,Approved,229.77
67214,10368,6232,11040,11764,2023-03-08,2,516.04,Not as Described,Approved,516.04
67215,30794,2278,421,25480,2023-09-28,3,1631.85,Defective,Approved,1631.85
67216,26299,1288,20558,5853,2025-06-08,2,219.3,Late Delivery,Rejected,0.0
67217,38201,14771,12386,10269,2026-06-15,1,409.7,Not as Described,Approved,409.7
67218,31369,4920,20493,5621,2024-08-18,3,715.47,Size/Fit Issue,Approved,715.47
67219,14280,9135,10802,2294,2025-03-22,1,181.76,Late Delivery,Approved,181.76
67220,23571,27886,28307,12484,2025-03-27,4,1982.4,Wrong Item Shipped,Approved,1982.4
67221,29579,14163,17740,22608,2024-05-18,3,1726.26,Size/Fit Issue,Approved,1726.26
67222,31174,25397,602,2239,2024-08-06,2,636.22,Wrong Item Shipped,Rejected,0.0
67223,30299,9247,22721,10356,2023-03-27,4,2054.8,Not as Described,Approved,2054.8
67224,38220,14539,20034,29067,2025-09-30,1,289.99,Wrong Item Shipped,Approved,289.99
67225,24981,28988,25872,19339,2024-04-11,1,451.08,Late Delivery,Approved,451.08
67226,20066,14587,22753,26261,2026-01-02,1,685.35,Wrong Item Shipped,Approved,685.35
67227,39995,4185,27829,22097,2024-10-20,4,164.96,Size/Fit Issue,Approved,164.96
67228,39066,21197,23212,669,2025-06-01,3,1168.41,Late Delivery,Approved,1168.41
67229,36508,17702,3961,26242,2023-07-14,1,95.69,Late Delivery,Approved,95.69
67230,11252,548,27385,638,2025-08-11,2,1007.34,Changed Mind,Approved,1007.34
67231,18351,4132,16123,4384,2025-07-02,2,1361.56,Wrong Item Shipped,Approved,1361.56
67232,38985,3212,29016,10946,2024-06-29,1,233.84,Changed Mind,Approved,233.84
67233,26426,18380,7601,12477,2023-09-23,2,728.52,Not as Described,Approved,728.52
67234,27919,4900,3623,15639,2026-08-18,5,1460.15,Not as Described,Approved,1460.15
67235,36660,23255,28777,6181,2026-04-29,3,1241.25,Defective,Approved,1241.25
67236,13570,2296,30099,25049,2025-05-09,2,17.38,Damaged,Pending,
67237,36795,28717,8341,5392,2025-11-23,5,336.35,Damaged,Approved,336.35
67238,33815,6638,9004,4648,2024-11-15,1,122.35,Damaged,Rejected,0.0
67239,22373,29188,17756,9712,2024-09-21,3,24.84,Not as Described,Pending,
67240,19532,29615,24215,28272,2023-05-20,2,50.52,Late Delivery,Approved,50.52
67241,30895,18450,10692,14783,2026-04-30,3,1290.72,Wrong Item Shipped,Approved,1290.72
67242,10146,28816,2381,26954,2023-04-17,3,581.52,Wrong Item Shipped,Approved,581.52
67243,27936,26887,13053,5196,2026-01-05,3,1689.12,Size/Fit Issue,Pending,
67244,32102,7419,11687,9833,2023-02-10,2,473.54,Duplicate Order,Approved,473.54
67245,30683,14569,27338,12828,2025-08-15,2,428.4,Duplicate Order,Approved,428.4
67246,34821,1954,11952,26954,2025-09-27,2,805.32,Changed Mind,Approved,805.32
67247,24433,15844,21977,1230,2025-07-17,1,293.59,Changed Mind,Approved,293.59
67248,29397,23678,5330,22257,2025-10-28,3,728.55,Wrong Item Shipped,Rejected,0.0
67249,24063,27226,13749,29836,2024-11-20,1,11.77,Late Delivery,Approved,11.77
67250,18430,8589,16573,16602,2026-07-03,1,239.71,Size/Fit Issue,Approved,239.71
67251,13873,28198,2706,23116,2023-11-20,1,325.95,Damaged,Pending,
67252,10110,23620,14067,27529,2025-09-24,4,1195.24,Changed Mind,Approved,1195.24
67253,35422,4015,4236,24361,2024-01-16,1,33.6,Defective,Approved,33.6
67254,16522,18052,13424,19737,2025-09-08,4,1176.4,Late Delivery,Approved,1176.4
67255,18466,26882,17456,19169,2025-02-13,3,303.33,Defective,Approved,303.33
67256,13774,20168,5417,3067,2023-11-01,1,287.48,Defective,Approved,287.48
67257,24666,8833,22086,9294,2024-10-10,3,1131.27,Size/Fit Issue,Rejected,0.0
67258,28726,5620,6633,6910,2023-06-20,1,609.45,Duplicate Order,Approved,609.45
67259,29125,18848,29427,19638,2024-04-21,2,864.48,Damaged,Approved,864.48
67260,21298,3445,19581,15570,2025-02-16,1,581.54,Not as Described,Approved,581.54
67261,13120,25706,206,26412,2025-09-27,2,366.88,Duplicate Order,Pending,
67262,38469,17072,1179,14576,2024-03-30,2,1451.78,Defective,Approved,1451.78
